,X,X._AnswerID,ResumeCode,Start,Dateandtime,Participationstatus,age,rela_status,sex,sex_oritation,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,Disagree,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,Agree,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis01,satis02,satis03,satis04,satis05,satis06,satis07,commit01,commit02,commit03,commit04,commit05,commit06,commit07,IOS,commit03r,commit04r,satis04r,satis07r,hex30r,hex12r,hex60r,hex42r,hex24r,hex48r,hex53r,hex35r,hex41r,hex59r,hex28r,hex52r,hex10r,hex46r,hex09r,hex15r,hex57r,hex21r,hex26r,hex32r,hex14r,hex20r,hex44r,hex56r,hex01r,hex31r,hex49r,hex19r,hex55r,phex30r,phex12r,phex60r,phex42r,phex24r,phex48r,phex53r,phex35r,phex41r,phex59r,phex28r,phex52r,phex10r,phex46r,phex09r,phex15r,phex57r,phex21r,phex26r,phex32r,phex14r,phex20r,phex44r,phex56r,phex01r,phex31r,phex49r,phex19r,phex55r,HH,EM,EX,AG,CO,OP,pHH,pEM,pEX,pAG,pCO,pOP,satis,commit
102,143,59786177,86ce5d1   ,"Jul 29, 2019 19:30","Jul 29, 2019 19:42",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,36,3,4,3,1,3,5,3,3,4,3,4,3,3,2,3,2,4,4,3,4,2,3,1,3,2,1,4,3,4,3,1,2,5,3,2,1,3,2,3,3,1,1,1,5,3,2,5,3,1,3,4,2,4,3,5,3,2,3,3,2,4,4,2,1,3,3,5,4,3,4,3,4,5,1,4,4,3,2,2,3,3,5,4,3,1,2,3,3,2,3,2,1,3,2,3,3,2,3,4,4,2,1,3,5,3,3,1,3,3,2,3,2,2,4,3,5,4,3,3,3,4,5,2,2,2,3,2,3,5,5,5,3,2,3,3,5,2,7,8,3,1,5,3,2,5,4,5,3,5,5,4,2,2,3,1,2,3,3,3,2,1,4,2,3,4,3,4,3,3,3,5,1,1,1,4,4,3,4,3,2,3,2,3,3,2,2,3,1,3,4,2,3,3,3,2,3,3,3,2,4.1,3.7,1.8,2.7,3,3,3.1,2.7,2.7,1.9,2.9,2.8,2.142857143,4.571428571
103,144,59786387,2345cbf   ,"Jul 29, 2019 19:39","Jul 29, 2019 19:52",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,33,2,4,4,4,2,3,3,4,3,2,4,2,4,2,4,4,4,2,3,3,2,2,3,4,3,2,4,3,2,2,3,4,4,4,4,2,3,4,4,2,4,2,4,4,3,4,3,4,2,2,4,2,4,2,4,3,2,4,4,2,2,4,4,2,3,4,3,2,3,4,4,4,4,3,2,4,3,2,2,2,4,3,4,3,3,3,2,2,3,2,4,2,5,4,4,2,2,2,4,4,2,4,4,4,5,2,3,2,4,2,4,4,2,3,2,4,4,2,4,2,3,4,4,4,4,1,5,5,2,9,9,9,1,9,9,9,4,1,9,5,4,3,4,4,2,3,4,4,4,4,4,4,2,4,3,3,2,2,4,2,2,4,3,3,4,4,2,4,3,3,4,2,2,2,3,4,4,4,2,3,4,3,2,4,2,2,2,3,4,2,4,2,4,4,2,1,2,4,2,3.2,3.6,3.6,3,3.4,3.3,2.8,3.4,3,2.5,3.5,2.7,4.428571429,7.285714286
104,146,59786414,34b0597   ,"Jul 29, 2019 19:41","Jul 29, 2019 19:58",participated and completed        ,19,In a relationship        ,Male    ,I am in a heterosexual relationship,8,1,2,3,2,2,4,2,2,1,4,5,5,5,1,4,4,4,3,1,4,2,4,2,4,1,5,5,4,4,4,2,2,2,4,2,1,4,4,4,2,2,2,2,4,4,2,4,5,1,1,2,4,5,2,5,1,2,3,2,2,4,4,2,2,2,4,2,4,2,5,2,4,2,4,4,4,5,5,2,4,4,2,4,4,3,2,5,4,2,2,3,2,4,2,2,3,2,3,3,4,1,4,1,5,1,4,1,2,4,2,2,3,2,4,2,4,4,3,4,2,2,4,4,5,5,2,5,5,2,9,9,1,1,9,9,9,3,9,9,4,4,4,1,2,4,5,5,4,5,4,4,2,1,2,2,5,2,3,2,1,4,5,2,2,4,5,4,5,5,5,4,4,2,1,4,4,4,4,5,4,4,2,4,4,1,2,2,4,2,4,2,2,2,3,2,2,4,2,2,3.7,4.1,2.1,3.1,2.8,4.4,3,4,3.4,1.9,2.6,2.9,4.571428571,8.428571429
105,148,59787041,dd16329   ,"Jul 29, 2019 19:53","Jul 29, 2019 20:15",participated and completed        ,22,In a relationship        ,Female  ,I am in a heterosexual relationship,14,2,4,2,3,4,2,4,4,4,3,5,4,5,2,4,3,5,2,2,3,2,3,2,2,4,5,3,2,3,4,5,1,4,4,3,1,2,5,4,3,3,4,4,5,2,3,3,4,3,1,3,3,5,3,2,1,3,4,2,3,2,4,4,2,5,4,2,4,4,4,1,2,5,4,2,5,4,5,2,4,3,5,4,4,2,3,3,4,1,1,2,4,2,2,2,4,4,2,4,4,2,4,3,4,2,4,2,1,4,3,1,2,2,1,3,2,4,2,5,4,3,4,3,4,4,2,3,5,4,9,8,2,1,9,8,7,4,8,9,4,2,1,2,4,2,2,3,3,5,2,3,3,1,3,3,2,2,2,3,3,2,4,3,4,3,4,5,5,4,5,2,1,2,2,3,3,3,2,3,3,5,5,5,5,2,1,1,1,2,4,4,3,2,4,2,4,5,2,2,2.2,3.7,2.6,2.6,3.4,4.7,2.1,3,4.5,1.6,3.3,3.2,3.571428571,7.714285714
106,150,59787222,ad6fcaf   ,"Jul 29, 2019 19:59","Jul 29, 2019 20:16",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,18,1,2,1,3,2,2,4,4,1,4,5,2,5,2,3,4,2,3,2,3,2,4,3,5,2,4,4,3,3,2,3,2,2,4,3,1,3,5,4,4,2,3,2,4,3,2,3,3,4,2,2,5,5,4,5,1,5,5,3,2,3,1,5,4,4,3,4,5,5,2,3,4,3,5,2,2,4,3,2,2,2,1,4,4,4,2,3,2,4,2,3,3,1,3,4,4,2,3,5,4,2,2,4,3,5,2,4,2,5,3,2,4,4,4,4,4,1,1,2,2,2,2,4,4,5,2,1,5,2,8,8,1,1,9,8,9,1,9,9,4,4,3,4,3,4,4,2,2,5,3,4,3,1,2,3,5,3,1,2,2,4,4,3,3,1,5,4,4,4,5,3,3,4,3,4,3,2,4,2,4,4,2,3,4,4,4,4,5,4,3,4,4,4,5,5,5,4,4,5,3.3,3.3,2.7,3,2.9,4.4,3.3,3.4,3.3,3.9,4.2,4.6,3.857142857,8
107,151,59787407,c719398   ,"Jul 29, 2019 20:06","Jul 29, 2019 20:16",participated but not yet completed,29,In a relationship        ,Female  ,I am in a heterosexual relationship,3,4,4,4,4,4,1,5,5,1,4,4,1,3,3,1,4,1,4,3,4,2,1,4,3,1,4,3,4,1,4,2,1,1,3,3,2,4,4,3,3,4,4,2,3,2,4,3,4,3,2,4,4,1,2,5,2,4,2,2,4,1,5,1,2,5,1,3,4,4,2,2,2,3,2,4,2,5,3,3,3,2,2,4,4,2,2,2,4,3,1,2,4,4,3,4,2,3,2,4,3,2,4,4,1,1,4,3,2,2,2,2,2,3,2,4,3,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,3,4,4,2,2,5,5,2,3,5,5,4,5,3,5,3,2,4,2,2,5,4,3,4,2,3,2,5,4,4,2,3,2,3,5,4,4,4,4,4,2,4,2,3,2,4,2,2,1,2,4,3,2,4,3.2,3.6,4.1,3.5,3.7,3.1,2.2,4,3.1,2.5,2.5,NA,NA
108,152,59787505,a6cb574   ,"Jul 29, 2019 20:09","Jul 29, 2019 20:21",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,37,2,5,4,4,2,2,4,5,2,3,5,2,4,1,2,3,5,5,1,2,2,2,4,4,2,4,2,3,2,2,3,1,1,4,2,1,4,5,5,3,2,3,2,4,2,4,2,4,2,2,4,4,2,2,2,1,2,4,4,2,4,2,3,4,4,2,4,5,5,3,2,2,4,3,2,4,2,3,2,1,2,2,4,4,3,2,4,2,4,2,4,1,4,1,4,4,2,4,3,4,4,4,3,3,4,1,4,2,3,2,4,4,4,2,2,4,1,4,3,5,1,4,5,5,5,1,5,5,2,9,9,1,1,8,9,9,5,9,9,5,4,3,4,2,4,4,4,4,5,3,4,4,4,3,4,4,4,2,4,4,5,5,4,4,4,4,5,4,5,5,5,2,2,3,4,4,4,4,3,5,4,4,4,4,3,2,3,4,4,5,4,4,5,2,4,2,2,5,5,3.4,3.8,3.4,3.6,4.5,4.4,3.4,3.3,3.9,3.6,4,3.7,4.857142857,8.285714286
109,153,59787819,ef868a9   ,"Jul 29, 2019 20:22","Jul 29, 2019 20:39",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,3,2,1,2,3,4,4,5,2,4,3,4,3,5,4,2,3,4,5,1,2,2,1,2,5,1,5,4,3,3,4,2,2,3,2,2,1,5,4,4,3,2,2,2,4,2,4,4,4,1,3,4,4,4,1,4,1,4,2,1,1,2,1,2,3,2,2,4,5,4,4,2,2,4,5,3,2,3,2,4,2,2,1,4,3,1,1,4,5,2,3,2,1,1,3,3,3,3,4,3,4,2,2,4,2,5,2,4,3,3,1,3,2,2,4,4,4,1,4,2,3,5,4,5,4,5,3,4,4,2,7,6,3,3,7,7,8,3,7,7,3,4,4,3,4,4,5,5,5,5,4,5,3,2,3,2,2,4,4,5,2,3,2,4,4,2,4,4,3,5,5,5,2,2,4,5,5,2,3,2,1,3,2,4,3,2,4,4,5,1,3,3,4,4,2,5,5,3,4,5,4.3,4.4,2.3,3.3,2.8,4.4,3.9,2,2.8,3.1,2.9,4.4,4.142857143,6.428571429
110,154,59787984,8c69600   ,"Jul 29, 2019 20:30","Jul 29, 2019 20:48",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,24,3,5,5,3,3,5,1,4,2,5,5,3,5,3,4,2,3,4,3,2,2,2,4,4,2,2,2,5,5,4,3,4,3,3,2,1,3,5,5,3,3,1,3,4,2,4,4,5,1,1,4,5,5,2,2,4,2,2,1,2,2,2,2,2,4,2,2,2,3,4,3,5,3,5,2,4,4,4,4,3,4,4,4,4,4,2,2,4,2,4,4,3,4,3,3,5,2,3,5,4,4,4,3,2,3,3,2,3,5,2,1,2,2,3,1,4,3,4,4,3,2,2,5,5,5,1,5,5,3,9,9,1,1,9,9,9,7,9,9,5,3,3,3,4,3,4,5,4,5,5,4,1,1,1,2,4,2,4,4,4,3,3,4,4,4,3,2,5,3,2,3,3,4,4,4,4,5,4,3,4,2,3,3,3,2,2,2,2,2,3,4,2,3,2,4,2,5,3,3,3.6,4.2,2,3.9,4,3.2,3.5,4,3.5,2.3,2.7,3.4,4.714285714,8.428571429
111,155,59788237,c08af7d   ,"Jul 29, 2019 20:43","Jul 29, 2019 20:55",participated and completed        ,34,In a relationship        ,Female  ,I am in a heterosexual relationship,31,2,3,5,4,1,5,5,5,1,3,1,2,5,2,2,2,2,4,1,3,2,1,5,3,1,5,2,4,2,2,1,1,2,5,4,5,5,3,2,4,2,3,1,4,2,5,1,1,3,4,2,5,1,4,4,1,4,2,3,4,4,2,1,1,2,2,4,5,3,4,2,5,4,4,4,5,2,5,2,3,5,5,4,2,2,4,4,4,1,4,2,4,1,2,1,2,1,4,4,3,3,1,2,3,4,5,2,4,5,4,3,2,1,5,2,4,1,4,4,2,3,5,4,3,3,1,3,5,5,7,7,4,2,7,6,6,3,6,8,5,1,5,4,2,5,5,3,2,1,3,2,4,5,3,5,5,4,4,5,4,4,4,3,4,2,4,5,2,5,5,2,2,1,3,2,2,4,5,4,3,2,1,4,2,2,1,2,1,2,4,2,1,1,2,4,5,3,3,5,4.2,1.8,3.7,4.6,3.3,4.3,2.6,3.7,2,1.5,2.1,4.1,3.428571429,6.142857143
112,156,59788429,ddb9880   ,"Jul 29, 2019 20:53","Jul 29, 2019 21:09",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,4,2,3,3,2,2,2,4,4,1,2,5,4,5,3,4,3,4,2,2,2,2,4,3,4,1,2,4,2,3,5,3,2,2,4,2,1,2,4,3,4,2,3,4,5,3,2,3,5,2,2,2,2,5,1,5,1,4,4,2,2,4,2,2,2,4,2,4,4,4,4,4,4,5,3,2,5,2,3,3,2,4,4,4,4,2,2,2,2,2,4,1,1,3,1,1,3,2,2,4,3,2,3,4,2,4,5,2,2,3,2,4,2,1,2,2,5,2,4,4,4,5,4,5,5,5,1,5,5,1,9,9,1,1,9,8,9,4,9,9,5,5,3,2,2,2,5,4,5,5,3,4,3,1,4,3,5,2,2,2,2,4,3,4,3,2,4,4,4,4,5,5,1,2,4,4,4,4,4,2,1,2,4,2,4,2,1,2,2,4,5,4,2,1,2,4,3,2,4,4,2.9,4.2,2.5,2.8,3,4.1,3.4,2.6,3.2,1.7,2.9,3.4,5,8.285714286
113,158,59788624,3eed716   ,"Jul 29, 2019 21:05","Jul 29, 2019 21:19",participated and completed        ,36,In a domestic partnership,Female  ,I am in a heterosexual relationship,204,2,3,3,4,3,4,4,4,1,2,3,1,5,1,3,4,2,4,1,3,2,1,4,4,1,4,2,2,2,4,1,1,2,3,3,3,5,5,5,5,3,4,3,5,2,5,2,5,1,3,2,4,1,3,5,1,3,1,5,2,1,1,2,2,5,2,1,5,5,4,4,2,4,5,2,3,4,3,4,1,2,4,4,4,4,1,5,2,3,2,4,1,1,1,2,2,3,4,4,3,4,5,4,4,5,2,2,2,5,1,1,4,4,2,4,5,1,4,1,4,3,4,5,5,5,1,5,5,1,9,9,1,1,9,9,9,5,9,9,5,5,5,5,5,3,5,5,3,3,2,4,4,5,4,4,5,3,5,5,4,4,5,3,4,3,4,5,3,5,5,5,2,2,2,5,5,2,3,2,3,4,4,2,4,2,3,5,2,4,5,4,4,4,2,5,5,5,5,5,4.6,3.3,4,4,3.7,4.5,3.5,3,3.8,2.9,3.7,4.9,5,8.428571429
114,159,59788671,6a46f6e   ,"Jul 29, 2019 21:07","Jul 29, 2019 21:26",participated and completed        ,38,In a relationship        ,Female  ,I am in a heterosexual relationship,4,2,2,3,4,1,2,4,4,4,2,4,2,3,2,2,4,5,3,1,4,2,4,4,3,2,4,2,4,2,2,4,2,3,3,4,1,2,4,2,3,4,3,2,5,4,2,2,5,2,2,2,2,4,2,3,1,4,4,4,2,2,2,2,2,2,3,3,4,5,5,3,4,3,2,2,4,2,1,3,3,2,4,4,2,1,4,1,2,2,2,4,2,3,2,1,2,2,2,4,3,3,3,2,4,4,4,2,4,1,4,4,4,2,3,3,4,1,2,4,3,4,4,3,3,3,3,2,4,4,5,7,2,5,5,5,5,3,8,5,3,2,2,4,4,4,4,4,4,5,3,4,4,2,4,4,2,4,2,2,4,3,4,2,2,2,4,4,4,5,5,4,3,2,2,2,2,3,4,4,2,4,3,3,2,1,2,2,2,4,4,4,4,2,4,4,3,2,3,5,3.2,3.6,3.8,2.7,2.7,4.2,2.7,2.7,2.6,1.9,3.6,3.2,2.857142857,5.142857143
115,160,59788674,ab9a8b4   ,"Jul 29, 2019 21:07","Jul 29, 2019 21:21",participated but not yet completed,24,In a relationship        ,Female  ,I am in a heterosexual relationship,38,2,2,3,4,2,4,4,3,1,2,3,3,5,2,3,2,4,4,2,4,2,2,4,3,2,4,5,2,2,2,3,3,3,4,3,3,3,4,2,2,3,4,2,4,3,4,2,4,2,2,2,4,2,5,4,1,4,3,3,2,2,2,4,2,4,2,2,4,5,3,2,4,4,2,2,4,2,4,2,2,2,3,4,4,3,2,4,2,2,1,1,4,2,2,3,4,2,2,3,4,2,3,3,4,3,2,3,2,4,3,3,3,4,2,3,2,2,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,1,3,2,4,4,4,4,4,5,3,3,4,1,3,4,2,3,2,4,3,4,4,5,2,2,2,2,4,3,3,4,3,3,5,4,4,4,3,2,2,3,4,4,4,4,4,4,4,4,3,4,4,3.7,2.8,3.5,3.4,2.4,4.1,2.3,3.1,3.7,2.6,4,3.5,NA,NA
116,161,59788704,dcfd5b5   ,"Jul 29, 2019 21:09","Jul 29, 2019 21:25",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,32,3,5,2,2,1,5,2,2,3,4,5,4,3,2,4,2,3,2,2,4,2,4,2,3,2,2,2,3,4,3,4,4,2,4,2,2,4,3,4,4,3,4,4,4,4,2,4,5,2,4,1,4,5,2,4,2,2,3,2,2,3,4,2,2,4,1,3,4,4,2,2,2,4,2,2,5,3,3,2,2,3,2,4,2,2,2,2,2,3,2,2,3,4,1,3,4,4,3,3,5,4,4,4,4,3,2,4,3,3,2,2,2,2,3,4,4,3,4,2,4,4,4,4,4,4,2,3,5,2,9,9,1,1,9,9,9,4,9,9,4,4,2,2,3,2,4,4,4,4,2,4,2,1,2,2,3,2,3,2,4,4,4,2,2,4,3,2,2,4,4,3,2,2,2,4,4,2,2,2,2,4,3,4,3,4,1,4,4,4,5,4,3,4,2,2,2,4,4,3,3.2,3.4,2,2.9,3.2,2.9,2.9,2.1,3.5,3.1,3.5,2.9,4,8.428571429
117,162,59788856,6eb509b   ,"Jul 29, 2019 21:18","Jul 29, 2019 21:47",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,16,1,5,2,4,2,4,3,5,2,4,5,1,5,2,5,2,2,5,2,4,2,2,2,5,2,4,2,4,2,4,2,4,2,3,2,2,4,5,5,2,2,2,2,4,2,4,4,4,2,1,4,4,4,2,4,1,1,4,2,2,2,2,1,2,4,4,2,4,4,3,4,5,2,4,4,4,2,2,2,2,2,2,4,4,3,2,2,4,2,4,3,2,4,4,3,2,2,4,4,4,2,2,4,2,4,2,2,4,4,2,2,2,4,2,2,4,2,4,4,2,2,2,5,5,5,1,5,5,2,9,9,1,1,9,9,9,2,9,9,5,4,4,5,4,4,4,4,4,4,4,4,4,2,2,2,4,1,2,4,4,4,4,2,4,5,5,2,5,4,5,4,4,4,4,4,4,4,4,2,4,2,4,2,2,3,2,2,4,2,2,2,4,4,2,4,2,4,4,4,4.2,3.8,2.4,3,4.2,4.2,3.6,3.5,2.6,2.6,2.7,3.6,4.857142857,8.428571429
118,165,59789080,4c87626   ,"Jul 29, 2019 21:32","Jul 29, 2019 21:52",participated and completed        ,32,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,14,1,1,4,3,3,4,5,4,4,4,5,3,4,2,4,2,2,5,1,5,2,1,4,4,1,1,5,4,4,2,1,1,2,5,2,1,2,5,3,4,3,1,1,5,5,5,2,4,2,2,5,4,4,2,5,1,5,1,4,1,4,5,4,2,4,1,2,5,5,5,2,3,5,1,1,4,4,4,2,2,2,5,4,4,4,3,4,2,4,3,1,2,3,1,2,3,4,1,2,4,1,3,2,4,4,4,2,2,4,4,4,2,2,3,3,4,4,1,4,4,1,5,3,4,3,1,3,5,3,9,9,1,1,6,9,9,5,9,9,5,3,5,3,2,5,5,4,4,5,5,5,2,2,2,4,2,2,5,5,1,4,4,1,1,1,5,5,4,5,5,4,1,1,2,3,2,3,2,4,5,3,3,4,4,1,2,2,1,4,5,5,4,2,5,1,3,2,4,2,4,3.9,2.8,4,2.5,4.4,2.2,3.1,3.6,1.9,4,2.8,3.714285714,8
119,166,59789373,09e7b3b   ,"Jul 29, 2019 21:49","Jul 29, 2019 22:12",participated and completed        ,25,Engaged                  ,Female  ,I am in a heterosexual relationship,84,3,4,2,3,4,4,2,3,2,5,4,2,2,2,4,3,4,4,3,4,2,4,3,4,2,4,2,2,2,4,2,4,2,3,1,2,4,4,4,2,3,2,2,4,4,2,3,4,2,4,2,3,4,1,2,2,2,4,2,2,3,4,2,2,3,2,4,2,3,2,3,5,4,2,2,5,5,4,2,3,4,2,4,4,3,4,2,5,1,3,4,2,4,2,2,5,2,3,2,4,2,4,2,3,4,5,4,3,4,3,4,2,3,4,2,4,3,4,4,4,2,3,3,4,4,2,3,5,4,7,9,9,1,9,7,9,6,1,9,4,2,4,4,3,4,4,4,5,4,4,4,4,2,1,3,4,2,2,2,4,4,4,2,2,4,3,2,2,3,4,4,2,3,3,2,3,4,4,4,4,3,2,3,3,4,1,2,4,1,4,4,2,1,2,2,2,2,3,3,3.7,4.1,2.5,2.4,3.3,3,3,3.8,3.6,2.5,2.5,2.4,3.571428571,6.714285714
120,169,59789577,61ed188   ,"Jul 29, 2019 22:01","Jul 29, 2019 22:29",participated and completed        ,37,Engaged                  ,Male    ,I am in a heterosexual relationship,75,3,4,3,4,4,5,2,5,4,3,5,5,5,1,4,3,5,2,2,4,2,2,3,5,1,1,2,2,1,2,1,3,1,5,4,3,5,5,5,1,5,1,5,4,3,5,5,5,1,3,2,5,4,3,5,3,5,5,2,1,1,2,4,1,4,5,5,1,5,3,4,4,3,5,4,4,3,5,4,1,1,2,4,4,4,1,2,1,2,3,5,3,3,1,3,1,2,5,5,5,3,3,3,4,1,4,3,2,1,1,4,4,5,3,1,5,4,1,2,1,4,1,5,5,5,1,4,5,4,9,9,1,1,9,9,9,7,9,9,5,2,5,1,5,1,5,5,3,3,5,5,5,2,3,1,2,2,1,4,4,5,5,2,3,1,3,3,3,4,3,3,3,5,2,5,5,5,4,3,2,3,3,2,4,3,2,4,4,5,5,2,5,2,5,4,3,2,5,2,3.9,4.2,3.2,3,3.6,3.3,4.2,3.8,2.8,3,4.2,3,4.428571429,8.428571429
121,170,59789647,a2ff8ad   ,"Jul 29, 2019 22:06","Jul 29, 2019 22:23",participated and completed        ,24,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,108,3,2,2,5,1,4,1,4,3,2,2,1,4,1,2,5,4,5,2,3,2,1,4,2,2,3,1,2,3,4,4,4,2,2,2,4,4,4,4,4,3,4,2,3,2,4,2,4,1,2,5,4,1,4,5,3,3,2,3,3,1,5,4,1,4,2,2,4,4,2,2,4,2,3,2,2,4,2,5,3,2,2,4,4,2,2,2,3,1,2,2,4,3,3,4,4,2,3,4,3,3,3,5,2,3,2,4,2,2,2,3,4,4,4,3,2,3,4,3,4,4,2,5,5,5,1,5,5,4,9,9,1,1,9,9,9,7,9,9,5,2,2,5,5,4,4,5,2,2,2,3,3,5,4,4,3,4,4,5,5,4,5,3,4,3,3,2,4,4,3,2,4,4,4,4,4,3,4,1,2,4,2,4,4,4,4,3,4,3,3,4,4,4,2,1,3,3,3,3,4.3,2.6,3.8,3.4,3.9,3.1,3.4,2.4,3.7,3.2,3.5,2.9,4.571428571,8.428571429
122,171,59789787,78923a6   ,"Jul 29, 2019 22:15","Jul 29, 2019 22:35",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,9,2,5,1,5,3,2,4,5,4,2,5,1,5,1,4,3,3,5,3,1,2,1,4,1,4,5,4,2,3,5,4,2,1,2,4,1,3,5,5,4,4,2,2,4,2,4,1,3,4,1,4,4,2,1,3,1,1,2,4,4,1,2,1,3,3,2,1,2,4,1,2,3,2,5,4,1,5,5,4,3,5,1,4,4,2,2,3,3,5,2,1,1,5,3,3,4,4,3,5,4,3,5,2,2,2,4,5,1,4,3,1,2,4,4,4,5,4,4,1,4,2,2,5,5,5,1,3,5,1,9,9,1,1,8,7,8,4,9,9,5,5,2,5,5,4,2,2,5,5,4,2,3,4,4,5,2,2,4,5,2,5,5,5,4,5,4,4,5,3,5,5,4,4,4,4,3,2,2,4,4,4,2,4,5,5,5,5,5,3,3,2,1,2,2,4,1,5,3,2,3.3,3.6,4,3,4.5,4.4,3.7,2.9,4,4.3,2.4,3.2,4.714285714,7.857142857
123,173,59790125,c3e9bc0   ,"Jul 29, 2019 22:44","Jul 29, 2019 23:01",participated and completed        ,27,In a relationship        ,Female  ,I am in a heterosexual relationship,8,2,4,2,4,2,4,4,2,2,4,4,2,4,2,4,2,4,4,2,2,2,2,2,4,2,2,2,2,4,4,4,2,2,2,2,2,4,4,4,4,2,2,2,4,2,4,4,4,2,4,4,4,4,2,4,4,2,2,2,2,2,2,4,2,4,4,2,4,4,2,2,2,4,2,4,4,2,4,4,4,2,4,4,4,2,2,2,2,2,4,2,4,2,2,2,4,4,4,2,2,2,2,2,2,4,2,2,2,4,2,4,2,2,2,2,2,4,2,4,4,4,4,4,4,4,1,4,4,2,8,8,2,2,8,8,8,5,8,8,5,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,4,4,4,4,2,4,2,2,4,4,4,4,2,2,2,4,4,2,4,4,4,4,4,2,2,2,3.8,3.8,2.2,3.2,3.8,3.4,3,3,3.4,2.2,3.4,2.8,4.142857143,7.428571429
124,178,59790398,3df462a   ,"Jul 29, 2019 23:12","Jul 29, 2019 23:30",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,10,2,4,4,2,3,4,5,2,1,5,5,3,4,2,4,3,4,4,3,2,2,4,2,5,2,2,2,4,4,2,2,4,4,3,1,1,4,3,4,3,2,4,2,5,3,1,4,5,2,2,2,4,5,1,4,2,3,4,2,1,2,1,1,5,4,1,2,4,2,3,4,1,5,5,5,5,1,2,2,4,4,4,4,3,1,4,4,4,1,4,5,2,2,5,4,1,5,3,1,1,1,2,5,5,5,5,1,4,2,4,2,2,2,1,4,3,2,4,5,2,5,5,4,4,4,1,5,5,3,9,9,1,1,9,9,9,7,9,9,5,3,4,3,4,4,4,4,5,5,2,5,2,1,1,2,5,2,2,2,4,2,4,4,3,3,4,2,4,3,4,4,1,1,1,2,2,2,1,1,1,2,5,2,2,3,1,1,2,2,1,1,2,1,2,5,4,4,2,4,3.9,4.1,1.8,3,3.2,3.6,2.1,1.7,2.4,2.1,1.5,3.8,4.285714286,8.428571429
125,179,59790513,ba6e9ba   ,"Jul 29, 2019 23:20","Jul 29, 2019 23:37",participated and completed        ,60,In a domestic partnership,Female  ,I am in a heterosexual relationship,264,1,5,2,4,3,2,4,5,2,2,5,4,5,1,4,5,4,4,1,2,2,4,2,4,1,5,3,2,2,5,2,1,1,4,4,1,3,5,5,2,5,4,4,4,2,2,4,4,2,2,4,4,2,4,4,1,2,4,4,1,4,1,2,2,2,2,3,5,4,4,4,4,2,4,2,5,2,4,4,2,4,4,4,2,5,2,4,4,2,4,1,4,2,1,2,2,2,4,3,5,4,2,2,4,3,4,2,5,5,1,5,3,5,4,4,3,2,4,4,1,1,4,3,3,3,3,3,4,4,9,9,9,1,9,9,9,4,1,9,3,2,4,2,2,2,5,4,2,5,2,5,4,4,4,2,4,2,2,2,3,5,5,4,4,4,5,5,4,5,5,2,4,2,2,4,5,2,4,4,5,2,2,2,1,2,1,2,2,2,5,4,2,2,2,5,4,1,4,4,3.2,3.9,3.8,2.6,4.4,4.7,3.3,3.6,1.8,2.4,3.1,3.7,3,7.285714286
